var_1,description_1,var_2,description_2,label
Marital Status,,MARISTAT,,1
Left Gyrus And Sulcus Transv Frontopol Meancurv From Qdec,,lh_G_and_S_transv_frontopol_meancurv,,1
Left Sulcus Collat Transv Anterior Meancurv From Qdec,,ceradcs,,0
Right Insula Mean Cortical Thickness,,lh_G_oc-temp_med-Lingual_thickness,,0
Left Lateral Ventricle Volume,,Left-Lateral-Ventricle,,1
Right Gyrus Temp Sup-G T Transv Meancurv From Qdec,,lh_superiortemporal_meancurv,,0
Right Gyrus Occipital Middle Area From Qdec,,rh_G_occipital_middle_area,,1
Right Gyrus Frontal Inf-Opercular Meancurv From Qdec,,rh_G_front_inf-Opercular_meancurv,Right_gyrus_frontal_inf-Opercular_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Cortical White Matter Volume,,(S_orbital_med-olfact)GrayVol,,0
Right Lateraloccipital Meancurv From Qdec,,rh_lateraloccipital_meancurv,,1
Left Gyrus Temp Sup-Plan Tempo Area From Qdec,,lh_G_temp_sup-Plan_tempo_area,,1
Right Gyrus Oc-temp Med-Parahip Meancurv From Qdec,,rh_G_oc-temp_med-Parahip_meancurv,,1
Month of Birth,,wm-lh-posteriorcingulate,White-matter-left-posteriorcingulate-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Left Inferiorparietal Mean Cortical Thickness,,lh_inferiorparietal_thickness,,1
Right Gyrus Occipital Middle Meancurv From Qdec,,rh_G_occipital_middle_meancurv,,1
Depression,A melancholy feeling of sadness and despair.,rh_posteriorcingulate_area,Right_posteriorcingulate_area_from_Qdec_rh.aparc.area_file,0
Right Gyrus Cingul-Post-dorsal Volume From Qdec,,(G_cingul-Post-dorsal)GrayVol,,1
Left Gyrus And Sulcus Subcentral Meancurv From Qdec,,non-WM-hypointensities,Non-White-matter-hypointensities_from_Qdec_aseg.volume.stats_file,0
Left Gyrus Frontal Middle Area From Qdec,,lh_G_front_middle_area,,1
Right Caudal Middle Frontal Mean Frontal Thickness,,rh_caudalmiddlefrontal_thickness,,1
Geriatric Depression Scale (GDS),Geriatric Depression Scale Short Form total score.,NACCGDS,,1
Left Parahippocampal Mean Cortical Thickness,,lh_parahippocampal_thickness,,1
White-matter-Right-caudalanteriorcingulate-from Qdec Wmparc,,wm-rh-caudalanteriorcingulate,,1
Digit Span Test (Forward),,rh_rostralmiddlefrontal_area,,0
Left Paracentral Mean Cortical Thickness,,lh_paracentral_thickness,,1
Right Presubiculum Volume,,right_presubiculum,,1
Right Sulcus Oc-temp Lat Volume From Qdec,,rh_S_oc-temp_lat_volume,,1
Height,,lh_frontalpole_volume,,0
Left Gyrus Temp Sup-Plan Tempo Volume From Qdec,,rh_S_oc_sup_and_transversal_meancurv,,0
Left Sulcus Parieto Occipital Meancurv From Qdec,,lh_S_parieto_occipital_meancurv,,1
Right Sulcus Interm Prim-Jensen Area From Qdec,,(S_interm_prim-Jensen)SurfArea,,1
Right Gyrus Insular Short Thickness From Qdec,,rh_G_insular_short_thickness,,1
Left Gyrus And Sulcus Cingul-Mid-Post Thickness From Qdec,,lh_G_and_S_cingul-Mid-Post_thickness,Left_gyrus_and_sulcus_cingul-Mid-Post_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Sulcus Frontal Inferior Volume From Qdec,,(G_cingul-Post-ventral)SurfArea,,0
Verbal fluency tests (Semantic) Animal,,CATANIMSC,Category Fluency (Animals) - Total Correct,1
Left Sulcus Intrapariet And P Trans Thickness From Qdec,,Right_Amygdala,,0
Left Inferior Lateral Ventricle Volume,,llilvv,,1
Height,,lh_G_orbital_meancurv,Left_gyrus_orbital_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Right Superior Parietal Gray Matter Volume,,rh_transversetemporal_volume,Right_transversetemporal_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Left Middle Temporal Gray Matter Volume,,llsfgmv,,1
Left Sulcus Temporal Sup Area From Qdec,,lh_S_temporal_sup_area,,1
Left Gyrus And Sulcus Occipital Inferior Meancurv From Qdec,,SubCortGrayVol,SubCortGrayVol_from_Qdec_aseg.volume.stats_file,0
White-matter-Right-transversetemporal-from Qdec Wmparc,,wm-rh-transversetemporal,,1
Handedness,The preferred hand of use for controlled and efficient performance of motor tasks.,SEX,,0
Heart Condition,A hollow organ located slightly to the left of the middle portion of the chest. It is composed of muscle and it is divided by a septum into two sides: the right side which receives de-oxygenated blood from the body and the left side which sends newly oxygenated blood to the body. Each side is composed of two chambers: the atrium (receiving blood) and ventricle (ejecting blood).,afib,,1
Trail Making Test (TMT) B,Huntington's Disease Cognitive Assessment Battery (HD-CAB) Trail Making Test-B key variable for composite score: Time to completion (sec) of TMT Part B with upper time limit of 240 seconds (reverse scored).,TMT_B,,1
Right Gyrus And Sulcus Transv Frontopol Thickness From Qdec,,rh_G_and_S_transv_frontopol_thickness,,1
Right Superiorparietal Mean Cortical Thickness,,tsh_value,Thyroid Stimulating Hormone (TSH) result,0
Left Parsorbitalis Meancurv From Qdec,,lhCorticalWhiteMatterVol,LeftCorticalWhiteMatterVol_from_Qdec_aseg.volume.stats_file,0
MaskVol-to-eTIV From Qdec Aseg,,MaskVol-to-eTIV,MaskVol-to-eTIV_from_Qdec_aseg.volume.stats_file,1
Left Gyrus Oc-temp Med-Parahip Area From Qdec,,stroke_bl,,0
Right Sulcus Precentral-sup-part Thickness From Qdec,,rh_S_precentral-sup-part_thickness,,1
Verbal fluency tests (Phonemic) ,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,rh_Lat_Fis-ant-Vertical_area,,0
Left Gyrus Cuneus Area From Qdec,,lh_G_cuneus_area,,1
Left Gyrus Cingul-Post-dorsal Area From Qdec,,lh_(rostralanteriorcingulate)MeanCurv,,0
Left Gyrus Pariet Inf-Angular Meancurv From Qdec,,rh_G_and_S_transv_frontopol_meancurv,,0
Left Lateralorbitofrontal Meancurv From Qdec,,lh_lateralorbitofrontal_meancurv,,1
APOE Allele 1,,rh_G_cuneus_area,,0
Left Gyrus Cingul-Post-ventral Volume From Qdec,,PETTMESX,,0
Right Middletemporal Meancurv From Qdec,,rh_parsorbitalis_thickness,,0
Schizophrenia,,left_CA4,,0
Left Gyrus Postcentral Volume From Qdec,,(S_subparietal)GrayVol,,0
Right Gyrus Occipital Sup Thickness From Qdec,,rh_G_occipital_sup_thickness,Right_gyrus_occipital_sup_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Left Gyrus And Sulcus Subcentral Thickness From Qdec,,(G_and_S_subcentral)ThickAvg,,1
Right Postcentral Area,,rh_postcentral_area,,1
Hippocampus Volume,,Hippo_sum_FS_adj,,1
Right Gyrus Temporal Inferior Thickness From Qdec,,rh_G_temporal_middle_meancurv,,0
Drug Abuse,,POL0,POLY DRUG USE<!-Absent-->,1
Left Gyrus Subcallosal Area From Qdec,,lh_G_temp_sup-Plan_polar_volume,,0
Right Superior Frontal Gray Matter Volume,,rh_superiorfrontal_volume,,1
Right Rostral Middle Frontal Mean Cortical Thickness,,rh_rostralmiddlefrontal_thickness,,1
Living Arrangement,A description of a personal residence and the relationship between the occupants that reside there.,rh_(parstriangularis)ThickAvg,,0
Right Sulcus Suborbital Area From Qdec,,rh_G_temp_sup-Plan_polar_volume,Right_gyrus_temp_sup-Plan_polar_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Year of Birth,,Patient'sBirthDate,,1
Right Gyrus And Sulcus Cingul-Mid-Post Meancurv From Qdec,,rh_G_and_S_cingul-Ant_thickness,Right_gyrus_and_sulcus_cingul-Ant_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Left Inferior Parietal Gray Matter Volume,,LeftInferiorparietal,Volume of left inferior parietal,1
Left Caudate Volume,,lh_S_circular_insula_ant_area,,0
Father Dementia,,rh_S_suborbital_volume,,0
Left Precentral Area,,Medical History.Anxiety,Anxiety,0
Hearing,"The auditory faculty, the perception of sound by the ear.",rh_G_temporal_inf_area,Right_gyrus_temporal_inferior_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Clinical Dementia Rating (CDR),,CDRTOT,,1
Right Gyrus Orbital Volume From Qdec,,ST98SA,,0
PET-hypoperfusion: occipital left,,PAFUSCHIZO,,0
Left Amygdala Volume,,non-WM-hypointensities,,0
ICV,,ST10CV,Cortical Volume (aparc.stats) of Icv,1
Handedness,The preferred hand of use for controlled and efficient performance of motor tasks.,SEX,,0
Left Middletemporal Area,,rh_postcentral_meancurv,,0
Right Parasubiculum Volume,,right_parasubiculum,,1
Right Gyrus Frontal Sup Area From Qdec,,rh_G_front_sup_area,,1
Right Rostral Anterior Cingulate Gray Matter Volume,,lh_parsorbitalis_volume,Left_parsorbitalis_volume_from_Qdec_lh.aparc.volume.stats_file,0
Vision,"Tests to assess the ability to focus on and discern objects, colors, depth, etc.",rh_S_orbital-H_Shaped_volume,,0
A-beta 1-42 in Plasma,,Plasma_Abeta1-42,Plasma_Abeta1-42,1
Left Gyrus Temp Sup-G T Transv Thickness From Qdec,,BID,,0
White-matter-left-lateralorbitofrontal-from Qdec Wmparc,,wm-lh-lateralorbitofrontal,,1
Right Gyrus Pariet Inf-Angular Meancurv From Qdec,,lh_superiorfrontal_meancurv,Left_superiorfrontal_meancurv_from_Qdec_lh.aparc.meancurv_file,0
Right WhiteSurfArea Area From Qdec,,rh_WhiteSurfArea_area,,1
Right Sulcus Calcarine Meancurv From Qdec,,(G_postcentral)SurfArea,,0
Right Insula Mean Cortical Thickness,,RINSULAM,,1
Left Lingual Grey Gray Matter Volume,,(G_rectus)SurfArea,,0
Right Sulcus Orbital-H Shaped Thickness From Qdec,,rh_S_orbital-H_Shaped_thickness,,1
Left Sulcus Circular Insula Sup Meancurv From Qdec,,lh_S_circular_insula_sup_meancurv,Left_sulcus_circular_insula_sup_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Gyrus Frontal Inf-Opercular Thickness From Qdec,,lh_G_front_inf-Opercular_thickness,,1
Left Gyrus Orbital Volume From Qdec,,lh_G_orbital_volume,,1
Alpha-synuclein in CSF,"Alpha-synuclein (140 aa, ~14 kDa) is encoded by the human SNCA gene. This protein plays a role in the modulation of presynaptic vesicle transport and release.",HEARINGPRB,self report hearing difficulty (Y/N),0
Right Caudalmiddlefrontal Meancurv From Qdec,,wm-lh-medialorbitofrontal,,0
Trail Making Test (TMT) B,Huntington's Disease Cognitive Assessment Battery (HD-CAB) Trail Making Test-B key variable for composite score: Time to completion (sec) of TMT Part B with upper time limit of 240 seconds (reverse scored).,(Lat_Fis-ant-Vertical)MeanCurv,,0
Left Superiorparietal Meancurv From Qdec,,ST97TA,,0
tTau in CSF,,ST74SA,Surface Area (aparc.stats) of RightCaudalMiddleFrontal,0
Left Sulcus Circular Insula Anterior Meancurv From Qdec,,lh_parahippocampal_area,,0
Right CA4 Volume,,right_CA4,Right_CA4-FreeSurfer(v6Beta),1
Right Entorightinal Meancurv From Qdec,,ST17SV,Subcortical Volume (aseg.stats) of LeftCerebellumCortex,0
Left Ventral Diencephalon Volume,,Weight,Weight,0
Left Entorhinal Gray Matter Volume,,right_parasubiculum,,0
White-matter-Right-parsorbitalis-from Qdec Wmparc,White-matter-Right-parsorbitalis-from_Qdec_wmparc.volume.stats_file,Years_Of_Education,Years_of_Education,0
Obesity,,MHSCANCER,13. Problems with cancer?,0
Left Hippocampal Tail Volume,,(S_occipital_ant)GrayVol,,0
Stroke,,FHQMOM,Dementia,0
Interleukin-6 (IL-6) in Plasma,,rh_S_front_inf_meancurv,,0
Right Gyrus Pariet Inf-Angular Thickness From Qdec,,LeftMiddletemporal,Volume of left middle temporal,0
Left Gyrus Temp Sup-G T Transv Thickness From Qdec,,cuore,,0
AV45 PET,Florbetapir F18 Positron Emission Tomography,COMPOSITE_SUVR,,1
Left Sulcus Orbital Med-olfact Volume From Qdec,,(S_orbital_med-olfact)GrayVol,,1
pTau in CSF,,lh_temporalpole_meancurv,Left_temporalpole_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),0
Right Gyrus Temporal Middle Meancurv From Qdec,,lh_S_orbital-H_Shaped_thickness,,0
Left Gyrus Insular Short Volume From Qdec,,(G_insular_short)GrayVol,,1
Right Gyrus Frontal Sup Volume From Qdec,,rh_G_front_sup_volume,Right_gyrus_frontal_sup_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Right Sulcus Temporal Transverse Area From Qdec,,rh_S_temporal_transverse_area,Right_sulcus_temporal_transverse_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Year of Birth,,datanasc,,1
Right Sulcus Collat Transv Anterior Area From Qdec,,ST44SA,,0
Left Amygdala Volume,,Left-Amygdala,,1
Left Sulcus Orbital Lateral Area From Qdec,,(S_circular_insula_inf)ThickAvg,,0
Left Caudalanteriorcingulate Meancurv From Qdec,,lh_caudalanteriorcingulate_meancurv,,1
Left Gyrus Precuneus Volume From Qdec,,ST32SA,,0
Left Pars Triangularis Mean Cortical Thickness,,ST47TA,,1
Right HATA Volume,,rh_S_circular_insula_ant_meancurv,,0
Right Pericalcarine Area,,ST107SA,Surface Area (aparc.stats) of RightPericalcarine,1
Right Gyrus Frontal Inf-Orbital Thickness From Qdec,,rh_G_front_inf-Orbital_thickness,Right_gyrus_frontal_inf-Orbital_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Left Frontal Pole Gray Matter Volume,,llfpv,,1
Left Subiculum Volume,,(G_cingul-Post-ventral)ThickAvg,,0
White-matter-left-precuneus-from Qdec Wmparc,,wm-lh-precuneus,,1
Left Gyrus Frontal Middle Thickness From Qdec,,Alcohol,,0
Heart Rate,,HRATE,,1
Right Caudal Anterior Cingulate Mean Cortical Thickness,,PET-ROI-cingulum,,0
Right Sulcus Oc-temp Lat Thickness From Qdec,,rh_S_oc-temp_lat_thickness,,1
Right Gyrus Cingul-Post-dorsal Area From Qdec,,ST129SA,,0
Left Gyrus Pariet Inf-Supramar Meancurv From Qdec,,lh_S_precentral-inf-part_volume,,0
Left Sulcus Frontal Sup Meancurv From Qdec,,lh_postcentral_volume,,0
Left Gyrus And Sulcus Subcentral Thickness From Qdec,,lh_G_and_S_subcentral_thickness,,1
tTau in CSF,,rh_Lat_Fis-ant-Horizont_area,,0
A-beta 1-42 in CSF,The determination of the amount of the 1-42 amino acid beta amyloid protein isoform present in a sample.,CSF.Ab42_INNX_MELB,,1
Left-non-white Matter Hypointensities Volume,Left-non-white matter hypointensities,Left-non-WM-hypointensities,,1
Left Cerebellum White Matter Volume,,BrainSegVol,BrainSegVol_from_Qdec_aseg.volume.stats_file,0
Right Banks Of The Superior Temoral Sulcus Volume,,rh_bankssts_volume,,1
Right Gyrus Ins Lg And Sulcus Cent Ins Area From Qdec,,ST38TA,Thickness Average (aparc.stats) of LeftLingual,0
Left Pars Triangularis Area,,lh_(parstriangularis)SurfArea,,1
Left Entorightinal Mean Cortical Thickness,,lh_S_circular_insula_ant_volume,,0
Right Gyrus Temp Sup-G T Transv Meancurv From Qdec,,rh_G_temp_sup-G_T_transv_meancurv,,1
Interleukin-6 (IL-6) in Plasma,,Interleukin-6 (IL-6) (pg/mL),,1
Right Sulcus Precentral-sup-part Area From Qdec,,ICV,,0
Right Gyrus Precentral Meancurv From Qdec,,rh_G_precentral_meancurv,,1
Right Fimbria Volume,,right_fimbria,,1
Complement C3 in CSF,,C3,,1
Left Sulcus Temporal Sup Volume From Qdec,,lh_S_temporal_sup_volume,Left_sulcus_temporal_sup_volume_from_Qdec_lh.aparc.a2009s.volume_file,1
Clinical Dementia Rating Scale Sum of Boxes (CDRSB),,cdrsum,,1
Alcohol Abuse,,Medical History.How often,,1
Right Gyrus Cuneus Thickness From Qdec,,rh_inferiortemporal_thickness,,0
Right Pole Occipital Area From Qdec,,lh_S_temporal_sup_volume,,0
Right Medialorbitofrontal Area,,PETTEMSX,PET-hypoperfusion:-temporal_left,0
Left Inferior Parietal Area,,lh_insula_thickness,,0
Left Sulcus Oc-temp Med And Lingual Thickness From Qdec,,lh_S_oc-temp_med_and_Lingual_thickness,,1
Heart Rate,,docip,,0
Right Sulcus Occipital Anterior Meancurv From Qdec,,rh_G_Ins_lg_and_S_cent_ins_area,,0
Left Superior Frontal Gray Matter Volume,,lh_(rostralmiddlefrontal)MeanCurv,,0
Diagnosis,,lh_Pole_temporal_thickness,Left_Pole_temporal_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Left Banks Of The Superior Temoral Sulcus Cortical Mean Volume,,lh_G_and_S_paracentral_thickness,,0
Right Gyrus Frontal Inf-Opercular Area From Qdec,,rh_G_front_inf-Opercular_area,,1
Left Parsorbitalis Meancurv From Qdec,,rh_G_oc-temp_med-Parahip_area,Right_gyrus_oc-temp_med-Parahip_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Insula Mean Cortical Thickness,,ST130TA,,1
Left Gyrus Frontal Inf-Orbital Area From Qdec,,lh_G_parietal_sup_thickness,,0
Left Gyrus Oc-temp Med-Lingual Meancurv From Qdec,,lh_G_oc-temp_med-Lingual_meancurv,,1
BMI,An individual's weight in kilograms divided by the square of the height in meters.,right_hippocampal-fissure,,0
Left Sulcus Precentral-sup-part Area From Qdec,,lh_S_precentral-sup-part_area,,1
Left Gyrus Temp Sup-G T Transv Volume From Qdec,,lh_G_temp_sup-G_T_transv_volume,,1
Left Inferiorparietal Meancurv From Qdec,,lh_inferiorparietal_meancurv,,1
Left Paracentral Mean Cortical Thickness,,lh_superiortemporal_thickness,,0
Mother AD,,lh_S_front_sup_meancurv,,0
Right Gyrus And Sulcus Subcentral Thickness From Qdec,,rh_G_and_S_subcentral_thickness,,1
A-beta 1-42 in CSF,The determination of the amount of the 1-42 amino acid beta amyloid protein isoform present in a sample.,CSF_ABETA42,,1
Sibling AD,,sibling_dx_ad_dementia,,1
Left Gyrus Precuneus Meancurv From Qdec,,PTETHNIC,,0
Right Parsopercularis Meancurv From Qdec,,rh_G_insular_short_area,,0
Drug Abuse,,rh_G_front_inf-Orbital_meancurv,Right_gyrus_frontal_inf-Orbital_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Right Sulcus Cingul-Marginalis Thickness From Qdec,,rh_S_cingul-Marginalis_thickness,,1
Sibling AD,,ST26TA,,0
Left Precentral Area,,lh_precentral_area,,1
APOE Allele 2,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",lh_cuneus_volume,,0
Right Gyrus Temp Sup-G T Transv Meancurv From Qdec,,right_CA1,Right_CA1,0
A-beta 1-42 in Plasma,The determination of the amount of the 1-42 amino acid beta amyloid protein isoform present in a sample.,lh_G_and_S_cingul-Mid-Ant_area,,0
Race,A geographic ancestral origin category that is assigned to a population group based mainly on physical characteristics that are thought to be distinct and inherent.,lh_cuneus_volume,,0
Right Pars Triangularis Gray Matter Volume,,rh_Pole_temporal_area,,0
Left Gyrus Occipital Sup Thickness From Qdec,,lh_S_temporal_transverse_thickness,,0
Age,,rh_G_and_S_cingul-Mid-Ant_volume,,0
Right Sulcus Circular Insula Sup Volume From Qdec,,rh_S_circular_insula_sup_volume,,1
Left Middle Temporal Mean Cortical Thickness,,Left-WM-hypointensities,Left-White-matter-hypointensities_from_Qdec_aseg.volume.stats_file,0
Right Hippocampal-fissure Volume,Right_hippocampal-fissure,(Right-Inf-Lat-Vent)Volume_mm3,,0
Digit Span Test (Forward),A subtest of the Wechsler Adult Intelligence Scale - Fourth Edition. The subject is read a sequence of numbers and recalls the numbers in the same order.,DSF_Tot_score,,1
Right Gyrus Postcentral Meancurv From Qdec,,BCSWEATN,,0
Right Gyrus And Sulcus Paracentral Thickness From Qdec,,rh_G_and_S_paracentral_thickness,Right_gyrus_and_sulcus_paracentral_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Gyrus Subcallosal Area From Qdec,,(S_oc_sup_and_transversal)ThickAvg,,0
Right Sulcus Intrapariet And P Trans Area From Qdec,,(S_central)ThickAvg,,0
Left Pars Triangularis Mean Cortical Thickness,,rh_S_parieto_occipital_thickness,Right_sulcus_parieto_occipital_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Alcohol,"Consumption of liquids containing ethanol, including the behaviors associated with drinking the alcohol.",ALCOHOL,,1
Left Inferiortemporal Volume From Qdec aparc,,llinftgv,,1
Right Sulcus Temporal Sup Volume From Qdec,,rh_fusiform_area,Right_fusiform_area_from_Qdec_rh.aparc.area_file,0
Left Gyrus Insular Short Area From Qdec,,lh_G_insular_short_area,,1
Cerebrospinal Fluid Volume,,lh_posteriorcingulate_meancurv,Left_posteriorcingulate_meancurv_from_Qdec_lh.aparc.meancurv_file,0
Left Middle Temporal Gray Matter Volume,,lh_middletemporal_volume,Left_middletemporal_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Right Lat Fis-ant-Vertical Volume From Qdec,,rh_Lat_Fis-ant-Vertical_volume,,1
PiB PET,,(G_temp_sup-Plan_tempo)ThickAvg,,0
Parkinson’s Disease,"A progressive degenerative disorder of the central nervous system characterized by loss of dopamine producing neurons in the substantia nigra and the presence of Lewy bodies in the substantia nigra and locus coeruleus. Signs and symptoms include tremor which is most pronounced during rest, muscle rigidity, slowing of the voluntary movements, a tendency to fall back, and a mask-like facial expression.",lh_S_pericallosal_area,,0
Right Gyrus Pariet Inf-Supramar Volume From Qdec,,rh_G_pariet_inf-Supramar_volume,Right_gyrus_pariet_inf-Supramar_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Neurofilament Light Protein (NfL) in CSF,,CSFNFL,,1
Traumatic Brain Injury,,TBI,,1
Left Gyrus Cingul-Post-ventral Thickness From Qdec,,lh_G_cingul-Post-ventral_thickness,,1
A-beta 1-42 in CSF,The determination of the amount of the 1-42 amino acid beta amyloid protein isoform present in a sample.,AB42CSFPGML,,1
Left Pars Triangularis Area,,PAFUSCHIZO,"In the past year, have you been told by a doctor that you had schizophrenia, schizoaffective disorder, or any psychotic disorder?",0
Left Pericalcarine Area,,lh_(pericalcarine)SurfArea,,1
Right Sulcus Collat Transv Anterior Volume From Qdec,,lh_medialorbitofrontal_area,,0
